Country or Area,Item,Year,Series,Value
Germany,Transport,2001,200,166560000000
Germany,Communication,2001,1000,33378000000
Germany,Communication,2001,300,32500000000
Germany,Communication,2001,200,31990000000
Germany,Food and non-alcoholic beverages,2000,1000,125978000000
Germany,Food and non-alcoholic beverages,2000,300,131000000000
Germany,Food and non-alcoholic beverages,2000,200,134110000000
Germany,"Alcoholic beverages, tobacco and narcotics",2000,1000,41653000000
Germany,"Alcoholic beverages, tobacco and narcotics",2000,300,39550000000
Germany,"Alcoholic beverages, tobacco and narcotics",2000,200,43510000000
Germany,Clothing and footwear,2000,1000,68160000000
Germany,Clothing and footwear,2000,300,68360000000
Germany,Clothing and footwear,2000,200,73050000000
Germany,"Housing, water, electricity, gas and other fuels",2000,1000,268894000000
Germany,"Housing, water, electricity, gas and other fuels",2000,300,258860000000
Germany,"Housing, water, electricity, gas and other fuels",2000,200,272660000000
Germany,Transport,2000,1000,162801000000
Germany,Transport,2000,300,156960000000
Germany,Transport,2000,200,163450000000
Germany,Communication,2000,1000,28717000000
Germany,Communication,2000,300,28620000000
Germany,Communication,2000,200,27930000000
Germany,Food and non-alcoholic beverages,1999,1000,123810000000
Germany,Food and non-alcoholic beverages,1999,300,127930000000
Germany,Food and non-alcoholic beverages,1999,200,130310000000
Germany,Food and non-alcoholic beverages,1999,100,249940000000
Germany,"Alcoholic beverages, tobacco and narcotics",1999,1000,41920000000
Germany,"Alcoholic beverages, tobacco and narcotics",1999,300,40000000000
Germany,"Alcoholic beverages, tobacco and narcotics",1999,200,42830000000
Germany,"Alcoholic beverages, tobacco and narcotics",1999,100,83020000000
Germany,Clothing and footwear,1999,1000,67872000000
Germany,Clothing and footwear,1999,300,67510000000
Germany,Clothing and footwear,1999,200,71590000000
Germany,Clothing and footwear,1999,100,137420000000
Germany,"Housing, water, electricity, gas and other fuels",1999,1000,260590000000
Germany,"Housing, water, electricity, gas and other fuels",1999,300,252050000000
Germany,"Housing, water, electricity, gas and other fuels",1999,200,262240000000
Germany,"Housing, water, electricity, gas and other fuels",1999,100,514250000000
Germany,Transport,1999,1000,161047000000
Germany,Transport,1999,300,156050000000
Germany,Transport,1999,200,163600000000
Germany,Transport,1999,100,318720000000
Germany,Communication,1999,1000,25584000000
Germany,Communication,1999,300,25450000000
Germany,Communication,1999,200,24630000000
Germany,Communication,1999,100,48760000000
Germany,Food and non-alcoholic beverages,1998,1000,123622000000
Germany,Food and non-alcoholic beverages,1998,300,126650000000
Germany,Food and non-alcoholic beverages,1998,200,127490000000
Germany,Food and non-alcoholic beverages,1998,100,249250000000
Germany,"Alcoholic beverages, tobacco and narcotics",1998,1000,41134000000
Germany,"Alcoholic beverages, tobacco and narcotics",1998,300,39250000000
Germany,"Alcoholic beverages, tobacco and narcotics",1998,200,40810000000
Germany,"Alcoholic beverages, tobacco and narcotics",1998,100,79940000000
Germany,Clothing and footwear,1998,1000,67960000000
Germany,Clothing and footwear,1998,300,67620000000
Germany,Clothing and footwear,1998,200,69650000000
Germany,Clothing and footwear,1998,100,136480000000
Germany,"Housing, water, electricity, gas and other fuels",1998,1000,255188000000
Germany,"Housing, water, electricity, gas and other fuels",1998,300,248040000000
Germany,"Housing, water, electricity, gas and other fuels",1998,200,255450000000
Germany,"Housing, water, electricity, gas and other fuels",1998,100,500780000000
Germany,Transport,1998,1000,155311000000
Germany,Transport,1998,300,150150000000
Germany,Transport,1998,200,153710000000
Germany,Transport,1998,100,302010000000
Germany,Communication,1998,1000,24226000000
Germany,Communication,1998,300,24100000000
Germany,Communication,1998,200,24000000000
Germany,Communication,1998,100,47520000000
Germany,Food and non-alcoholic beverages,1997,1000,122495000000
Germany,Food and non-alcoholic beverages,1997,300,124990000000
Germany,Food and non-alcoholic beverages,1997,200,124780000000
Germany,Food and non-alcoholic beverages,1997,100,243610000000
Germany,"Alcoholic beverages, tobacco and narcotics",1997,1000,40583000000
Germany,"Alcoholic beverages, tobacco and narcotics",1997,300,38750000000
Germany,"Alcoholic beverages, tobacco and narcotics",1997,200,39520000000
Germany,"Alcoholic beverages, tobacco and narcotics",1997,100,77360000000
Germany,Clothing and footwear,1997,1000,68098000000
Germany,Clothing and footwear,1997,300,67960000000
Germany,Clothing and footwear,1997,200,69510000000
Germany,Clothing and footwear,1997,100,136130000000
Germany,"Housing, water, electricity, gas and other fuels",1997,1000,251796000000
Germany,"Housing, water, electricity, gas and other fuels",1997,300,245890000000
Germany,"Housing, water, electricity, gas and other fuels",1997,200,250480000000
Germany,"Housing, water, electricity, gas and other fuels",1997,100,490050000000
Germany,Transport,1997,1000,152349000000
Germany,Transport,1997,300,146740000000
Germany,Transport,1997,200,148030000000
Germany,Transport,1997,100,290110000000
Germany,Communication,1997,1000,22924000000
Germany,Communication,1997,300,22840000000
Germany,Communication,1997,200,22520000000
Germany,Communication,1997,100,44110000000
Germany,Food and non-alcoholic beverages,1996,1000,123058000000
Germany,Food and non-alcoholic beverages,1996,300,125190000000
Germany,Food and non-alcoholic beverages,1996,200,122680000000
Germany,Food and non-alcoholic beverages,1996,100,239840000000
Germany,"Alcoholic beverages, tobacco and narcotics",1996,1000,40842000000
Germany,"Alcoholic beverages, tobacco and narcotics",1996,300,38690000000
Germany,"Alcoholic beverages, tobacco and narcotics",1996,200,38720000000
Germany,"Alcoholic beverages, tobacco and narcotics",1996,100,75780000000
Germany,Clothing and footwear,1996,1000,68239000000
Germany,Clothing and footwear,1996,300,68120000000
Germany,Clothing and footwear,1996,200,69300000000
Germany,Clothing and footwear,1996,100,135530000000
Germany,Clothing and footwear,1996,10,136780000000
Germany,"Housing, water, electricity, gas and other fuels",1996,1000,242787000000
Germany,"Housing, water, electricity, gas and other fuels",1996,300,238150000000
Germany,"Housing, water, electricity, gas and other fuels",1996,200,241220000000
Germany,"Housing, water, electricity, gas and other fuels",1996,100,472140000000
Germany,"Housing, water, electricity, gas and other fuels",1996,10,469910000000
Germany,Transport,1996,1000,151836000000
Germany,Transport,1996,300,145970000000
Germany,Transport,1996,200,144770000000
Germany,Transport,1996,100,283280000000
Germany,Communication,1996,1000,20689000000
Germany,Communication,1996,300,20640000000
Germany,Communication,1996,200,20270000000
Germany,Communication,1996,100,39850000000
Germany,Food and non-alcoholic beverages,1995,1000,122937000000
Germany,Food and non-alcoholic beverages,1995,300,124660000000
Germany,Food and non-alcoholic beverages,1995,200,121920000000
Germany,Food and non-alcoholic beverages,1995,100,238290000000
Germany,"Alcoholic beverages, tobacco and narcotics",1995,1000,40721000000
Germany,"Alcoholic beverages, tobacco and narcotics",1995,300,38260000000
Germany,"Alcoholic beverages, tobacco and narcotics",1995,200,38360000000
Germany,"Alcoholic beverages, tobacco and narcotics",1995,100,75040000000
Germany,Clothing and footwear,1995,1000,67140000000
Germany,Clothing and footwear,1995,300,67300000000
Germany,Clothing and footwear,1995,200,69220000000
Germany,Clothing and footwear,1995,100,135320000000
Germany,Clothing and footwear,1995,10,135690000000
Germany,"Housing, water, electricity, gas and other fuels",1995,1000,231604000000
Germany,"Housing, water, electricity, gas and other fuels",1995,300,228240000000
Germany,"Housing, water, electricity, gas and other fuels",1995,200,227540000000
Germany,"Housing, water, electricity, gas and other fuels",1995,100,445050000000
Germany,"Housing, water, electricity, gas and other fuels",1995,10,438050000000
Germany,Transport,1995,1000,143310000000
Germany,Transport,1995,300,137560000000
Germany,Transport,1995,200,138260000000
Germany,Transport,1995,100,270360000000
Germany,Communication,1995,1000,19953000000
Germany,Communication,1995,300,19910000000
Germany,Communication,1995,200,19700000000
Germany,Communication,1995,100,38570000000
Germany,Food and non-alcoholic beverages,1994,300,121510000000
Germany,Food and non-alcoholic beverages,1994,200,118680000000
Germany,Food and non-alcoholic beverages,1994,100,231920000000
Germany,"Alcoholic beverages, tobacco and narcotics",1994,300,38170000000
Germany,"Alcoholic beverages, tobacco and narcotics",1994,200,37170000000
Germany,"Alcoholic beverages, tobacco and narcotics",1994,100,72700000000
Germany,Clothing and footwear,1994,300,69150000000
Germany,Clothing and footwear,1994,200,68790000000
Germany,Clothing and footwear,1994,100,134510000000
Germany,Clothing and footwear,1994,10,134230000000
Germany,"Housing, water, electricity, gas and other fuels",1994,300,215810000000
Germany,"Housing, water, electricity, gas and other fuels",1994,200,213190000000
Germany,"Housing, water, electricity, gas and other fuels",1994,100,416920000000
Germany,"Housing, water, electricity, gas and other fuels",1994,10,406700000000
Germany,Transport,1994,300,132850000000
Germany,Transport,1994,200,134150000000
Germany,Transport,1994,100,262340000000
Germany,Communication,1994,300,18840000000
Germany,Communication,1994,200,18620000000
Germany,Communication,1994,100,36380000000
Germany,Food and non-alcoholic beverages,1993,300,119600000000
Germany,Food and non-alcoholic beverages,1993,200,118700000000
Germany,Food and non-alcoholic beverages,1993,100,231940000000
Germany,"Alcoholic beverages, tobacco and narcotics",1993,300,37480000000
Germany,"Alcoholic beverages, tobacco and narcotics",1993,200,36280000000
Germany,"Alcoholic beverages, tobacco and narcotics",1993,100,70960000000
Germany,Clothing and footwear,1993,300,70650000000
Germany,Clothing and footwear,1993,200,70170000000
Germany,Clothing and footwear,1993,100,137210000000
Germany,Clothing and footwear,1993,10,137150000000
Germany,"Housing, water, electricity, gas and other fuels",1993,300,201720000000
Germany,"Housing, water, electricity, gas and other fuels",1993,200,200490000000
Germany,"Housing, water, electricity, gas and other fuels",1993,100,392190000000
Germany,"Housing, water, electricity, gas and other fuels",1993,10,378600000000
Germany,Transport,1993,300,124780000000
Germany,Transport,1993,200,128720000000
Germany,Transport,1993,100,251740000000
Germany,Communication,1993,300,18280000000
Germany,Communication,1993,200,17940000000
Germany,Communication,1993,100,35040000000
Greece,Food and non-alcoholic beverages,2007,1000,24071061973
Greece,Food and non-alcoholic beverages,2007,600,24238851266
Greece,Food and non-alcoholic beverages,2007,500,27724116152
Greece,"Alcoholic beverages, tobacco and narcotics",2007,1000,6129603854
Greece,"Alcoholic beverages, tobacco and narcotics",2007,600,6172330756
Greece,"Alcoholic beverages, tobacco and narcotics",2007,500,7156513793
Greece,Clothing and footwear,2007,1000,8342782356
Greece,Clothing and footwear,2007,600,8620708005
Greece,Clothing and footwear,2007,500,11531677116
Greece,"Housing, water, electricity, gas and other fuels",2007,1000,27398774868
Greece,"Housing, water, electricity, gas and other fuels",2007,600,30921715398
Greece,"Housing, water, electricity, gas and other fuels",2007,500,27923381478
Greece,Transport,2007,1000,23751108638
Greece,Transport,2007,600,22759065118
Greece,Transport,2007,500,18336170147
Greece,Communication,2007,1000,5642329404
Greece,Communication,2007,600,5811452870
Greece,Communication,2007,500,2092063281
Greece,Food and non-alcoholic beverages,2006,1000,21953543015
Greece,Food and non-alcoholic beverages,2006,600,22518676059
Greece,Food and non-alcoholic beverages,2006,500,26070626661
